SK_ID_CURR,TARGET
100001,0.06505115350365899
100005,0.12640086286207208
100013,0.08123883481753816
100028,0.06150936361445509
100038,0.1283076432624615
100042,0.055893562654302655
100057,0.08303505659957822
100065,0.12547014945404758
100066,0.0503590624418531
100067,0.10329456967704859
100074,0.0632456135874925
100090,0.11512749959390192
100091,0.11715822104511232
100092,0.09810110738049097
100106,0.1558210555533692
100107,0.11181272003296602
100109,0.09856982364431131
100117,0.07621643925456385
100128,0.07349350185004873
100141,0.08792808085047804
100150,0.075496980010802
100168,0.06499484686526816
100169,0.0443249582261324
100170,0.08690339091889722
100171,0.09982796639888064
100172,0.12153726652090688
100184,0.07391717210447457
100187,0.06173908150778886
100212,0.08580741486609238
100222,0.08476303380360352
100223,0.06309495139766652
100232,0.0732464175662124
100241,0.14118941603018184
100245,0.07944665703269006
100253,0.061443411077204906
100256,0.09450552250060663
100271,0.05483319047297367
100278,0.10646984965464174
100280,0.07066897821557819
100306,0.1538884559946224
100311,0.10708583173122703
100312,0.06354206411778865
100330,0.07495907404325683
100331,0.08947734436037084
100352,0.09284457873378961
100358,0.09300646295957891
100367,0.08562889481562201
100382,0.08528106471159605
100384,0.07421528114337475
100385,0.11568043013464621
100386,0.09037798935695142
100399,0.07180169163277561
100404,0.06926376142877252
100416,0.07177980818878786
100422,0.12102744691321074
100426,0.07943465420508554
100438,0.06845415904714296
100444,0.11472582332051408
100445,0.12338752376867884
100446,0.11718791412933058
100447,0.06484685933662433
100450,0.07368489794081402
100466,0.08577776882932904
100483,0.07288528331888568
100484,0.052560838077373766
100494,0.08403868913148663
100510,0.1255061236427397
100512,0.05955091684647272
100517,0.06955169980080028
100548,0.05836370540743322
100551,0.07007066447882383
100552,0.1256188788202176
100553,0.08592070699338532
100561,0.09290545248633335
100568,0.12349820383732116
100569,0.06932599505218809
100591,0.09532500450649677
100592,0.047867000479934384
100602,0.10761530978210726
100607,0.0791573375212147
100613,0.08342402592094025
100617,0.0781907019065251
100618,0.09140864410334729
100622,0.16354194746655262
100625,0.12431263176237191
100677,0.08352778474211335
100699,0.07670660572911973
100702,0.13677986299869768
100711,0.08414673212557186
100729,0.1370049868961547
100740,0.11816033287164776
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221778
100751,0.11105572463681837
100752,0.08554727492674787
100753,0.14571359597809905
100754,0.09584956063196276
100760,0.10778869724450367
100762,0.09414765932663512
100763,0.07689646213231564
100765,0.07605647559910436
100770,0.10165115911132191
100772,0.08600916255940491
100777,0.0851341357471752
100791,0.0688943662296549
100792,0.05947658166287276
100797,0.08817675375476754
100823,0.09451281696192228
100826,0.09202204145795952
100830,0.0668791689338917
100836,0.1316864554178186
100872,0.08325691765578383
100910,0.08810221959395809
100913,0.05843467780953753
100918,0.07937864673538479
100931,0.05514747184902416
100952,0.1194902848052933
100953,0.10172954239413727
100965,0.1049851632444045
100970,0.08125807408719696
100982,0.12076705043209858
100983,0.08480641018997769
100984,0.06855209535901996
100987,0.1151038333670754
100997,0.09121567065736037
100998,0.1314093219068118
101002,0.0974658315335629
101005,0.13453438709951485
101008,0.1205359339427793
101020,0.09440688168206644
101021,0.09105592060098777
101024,0.09414318667965509
101025,0.1271110342296224
101026,0.09416244449873679
101031,0.08579609370327182
101041,0.05721681798444154
101051,0.06411509120527628
101055,0.0887776022289811
101056,0.13112088317061937
101057,0.10187608479978894
101064,0.07281106654750835
101079,0.07948754488696332
101087,0.08834801209149992
101090,0.0642474608644028
101092,0.0906246616143495
101097,0.09630861490977712
101099,0.055576930520801475
101107,0.08948925292336843
101118,0.09101263913059848
101125,0.09791544727678911
101126,0.08149108478468316
101128,0.09538579307817167
101136,0.12997008966990417
101140,0.10720188790181295
101149,0.07461143447731639
101160,0.0802097711315173
101169,0.11390470408143116
101181,0.07426691984170451
101186,0.05765661341740582
101190,0.09935317534686072
101193,0.11827633062849448
101194,0.08977073088165728
101198,0.09753728988346816
101200,0.07655872406535727
101204,0.09941226420334169
101211,0.08185972107005537
101213,0.08381076173089556
101223,0.07259101388072686
101225,0.09344779613202271
101237,0.07531944108282404
101243,0.07945522275754174
101244,0.10902938959099727
101258,0.06844657332981625
101259,0.15467265681652975
101268,0.10278010414570828
101269,0.06505812947658034
101271,0.11227443019629094
101279,0.0701785148566379
101281,0.08675545030959661
101287,0.07470331555638929
101292,0.09197170296561234
101294,0.07760337849291878
101296,0.06648767601102724
101297,0.08110229421754489
101299,0.06148473392716912
101301,0.07602560222847998
101305,0.07619891274800912
101308,0.06827367638008108
101318,0.05586963792807137
101327,0.11159211858804324
101329,0.10362561142012632
101332,0.0639669185506188
101337,0.09168784393150178
101343,0.06388734144858892
101345,0.08158181306324629
101346,0.08891070555660711
101353,0.05328849619047404
101354,0.11075568545317838
101355,0.09436582916170352
101356,0.05658809081128676
101362,0.11095251812528785
101363,0.12558045767131001
101365,0.07995412028656321
101366,0.0950524398427579
101367,0.12163139249713463
101368,0.055688458735560886
101374,0.12436709999028182
101380,0.06018063163657515
101383,0.06512768652959447
101398,0.05287841078254091
101399,0.13350063675648985
101401,0.09513324466099017
101412,0.10100610108262877
101426,0.10497692887101163
101427,0.14243982129951321
101428,0.10161036787567973
101429,0.09574422878772053
101434,0.06867664445817602
101440,0.09161461578235242
101448,0.095070979941651
101449,0.0798548351646152
101465,0.07580329546110781
101467,0.06605088216865987
101472,0.14702855123881356
101478,0.08041520275221406
101497,0.08472821055468177
101504,0.06458279545356028
101547,0.08596212803680245
101548,0.10034209614320347
101555,0.07559559617145493
101570,0.09253191541572031
101572,0.07042053809183199
101578,0.07814501045221232
101580,0.10305693443213683
101588,0.09972454611604342
101602,0.07756004858257436
101610,0.10215052768655776
101614,0.1171122646346629
101616,0.09655276252154932
101643,0.09230293852022367
101644,0.09720392170050239
101649,0.08676295551470624
101650,0.10121278569942459
101665,0.06121208602950384
101667,0.12991626904580764
101669,0.05752444682155502
101674,0.13380930525746496
101675,0.08503792386196962
101678,0.10503892932241572
101682,0.08020617873062257
101686,0.09367536577004759
101697,0.12863071227046483
101700,0.09284068551754199
101711,0.06729681832219997
101714,0.050805830090483
101715,0.10639287177796627
101728,0.09453383029893202
101732,0.07167396091589551
101757,0.08982194032625486
101758,0.10216048712893756
101759,0.10332324690632312
101762,0.05048136047730658
101764,0.07314549836923201
101780,0.11629200847582535
101784,0.08773853384263819
101789,0.07161647984658749
101816,0.08203210607908944
101819,0.05886987502792238
101827,0.043593853829173225
101863,0.08320482834211256
101867,0.1018871885952001
101870,0.07286242833501146
101873,0.10268604174661358
101878,0.09462086584786156
101879,0.05546307945088573
101880,0.07135927342163663
101887,0.11010805266856635
101897,0.06297367732773483
101901,0.06369490671146766
101903,0.149073711823077
101920,0.06964216995217981
101921,0.08281902673072326
101922,0.080069434309109
101961,0.15337247773757187
101962,0.0787804103556365
101971,0.07272347554030881
101976,0.122992558004781
102002,0.10054223416461308
102005,0.0670501342949169
102007,0.13864440953786636
102017,0.07006540443475144
102019,0.12015533381888298
102029,0.06012231840505371
102051,0.09234295413187475
102052,0.06667859444747684
102054,0.07920550658542948
102062,0.11321924394802754
102067,0.09825711941359681
102068,0.09283717091132337
102070,0.07130340786088042
102090,0.0748499637532295
102092,0.1401782047189749
102099,0.1288943902196713
102100,0.052013899769198346
102112,0.10151791313697538
102113,0.09838669651406536
102122,0.10112303574309536
102123,0.07397730517884862
102125,0.06822189077905907
102126,0.10590494527851196
102146,0.09404676606589997
102147,0.10294706273733625
102151,0.085746815879773
102158,0.09187845223682271
102159,0.07514741019237363
102162,0.07082110363200612
102165,0.08010294896078463
102166,0.09979674492993545
102174,0.06659580134981054
102193,0.13331349644400065
102198,0.08604432629924766
102205,0.1036463386482968
102206,0.09662809482927065
102218,0.0889240876043327
102221,0.09469234158585926
102230,0.0857529685553057
102238,0.08722923198438236
102248,0.06409424485663014
102252,0.10357999673137634
102259,0.06481367780762817
102262,0.10012588698830027
102273,0.06953038498327599
102286,0.089255989323411
102293,0.08093516324070162
102294,0.05886348045025962
102296,0.07196763029236201
102298,0.10581449213062233
102303,0.07457917663987085
102309,0.09191833722641275
102315,0.0672484377837308
102340,0.07589076281374929
102342,0.06710907415946894
102344,0.08387907881595287
102346,0.10969706992908876
102347,0.06419453864254052
102374,0.1073553288010371
102380,0.10326215115721242
102387,0.08228529530639576
102393,0.07553438874482132
102403,0.0823150538555437
102413,0.08862534118816194
